url,output_dir
https://sangeethamshare.org/asokan/CARNATIC/088-Sandhyavandanam_MSG_Erode_Gururajan,16adf60-088-Sandhyavandanam_MSG_Erode_Gururajan
https://sangeethamshare.org/asokan/CARNATIC/089-S.Gopalaratnam_AIR_HYD,c93deafa-089-S.Gopalaratnam_AIR_HYD
https://sangeethamshare.org/asokan/CARNATIC/090-S.Gopalaratnam_AK_Yella,526f34e0-090-S.Gopalaratnam_AK_Yella
https://sangeethamshare.org/asokan/CARNATIC/091-Nedunuri-LGJ-TS,3c7103f3-091-Nedunuri-LGJ-TS
https://sangeethamshare.org/asokan/CARNATIC/092-BMK_RTP_Hamsadwani,f3ddd391-092-BMK_RTP_Hamsadwani
https://sangeethamshare.org/asokan/CARNATIC/094-BMK-at-Milwaukee_1979,da91b541-094-BMK-at-Milwaukee_1979
https://sangeethamshare.org/asokan/CARNATIC/095-Voleti_MSG_K_Mani_IIT_Madras_1982,83eec6df-095-Voleti_MSG_K_Mani_IIT_Madras_1982
https://sangeethamshare.org/asokan/CARNATIC/096-LGJ_GJR_KM_Nagarajan,32c81865-096-LGJ_GJR_KM_Nagarajan
https://sangeethamshare.org/asokan/CARNATIC/097-KB_Sundarambal,5e56ae91-097-KB_Sundarambal
https://sangeethamshare.org/asokan/CARNATIC/098-Musiri_AIR_National_Program_1958,f474dea7-098-Musiri_AIR_National_Program_1958
https://sangeethamshare.org/asokan/CARNATIC/099-Madurai_Somasundaram,efa804e5-099-Madurai_Somasundaram
https://sangeethamshare.org/asokan/CARNATIC/100-MSG_IIT_Delhi_1975,4be956dd-100-MSG_IIT_Delhi_1975
https://sangeethamshare.org/asokan/CARNATIC/101-DKJ-1982/,1aefa6c0-101-DKJ-1982
https://sangeethamshare.org/asokan/CARNATIC/103-BMK,fee982f8-103-BMK
https://sangeethamshare.org/asokan/CARNATIC/105-BMK-1983,2a17b2e9-105-BMK-1983
https://sangeethamshare.org/asokan/CARNATIC/106-Somu-Devakottai-1962,9d459c19-106-Somu-Devakottai-1962
https://sangeethamshare.org/asokan/CARNATIC/107-Somu-Devakottai-1971,a7f9822-107-Somu-Devakottai-1971
